age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
mid60, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,below7500,none,below40, United-States
early40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,below7500,none,below40, United-States
mid30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,below7500,none,below40, Taiwan
early40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,below7500,none,below40, United-States
early40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,below7500,none,below40, United-States
mid30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,below7500,none,below40, United-States
mid30, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,below7500,none,below40, United-States
mid30, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,below7500,none,below40, United-States
mid30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,below7500,none,below40, United-States
late20, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,below10000,none,below40, United-States
early30, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,below10000,none,below40, United-States
mid40, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,below10000,none,below40, United-States
early50, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,below10000,none,below40, United-States
late30, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,below10000,none,below40, United-States
late60, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,below10000,none,below40, United-States
early50, ?, Masters, Never-married, ?, Not-in-family, White, Female,below10000,none,below40, United-States
mid60, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,below15000,none,below40, United-States
late60, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,below15000,none,below40, United-States
late20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,below15000,none,below40, United-States
mid20, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,below15000,none,below40, United-States
late30, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,below15000,none,below40, United-States
mid30, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,below15000,none,below40, China
late30, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,below15000,none,below40, United-States
mid60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,below20000,none,below40, United-States
mid40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,below20000,none,below40, United-States
late40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,below20000,none,below40, United-States
early50, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,below20000,none,below40, United-States
mid50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,below20000,none,below40, United-States
early30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,below20000,none,below40, United-States
late50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,below20000,none,below40, United-States
late50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Wife, White, Female,below20000,none,below40, United-States
early70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,below30000,none,below40, United-States
late70, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,below30000,none,below40, El-Salvador
mid60, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,below30000,none,below40, Jamaica
late40, Private, Bachelors, Widowed, Priv-house-serv, Unmarried, White, Female,below30000,none,below40, United-States
early40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,below30000,none,below40, United-States
early50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,above99999,none,below40, United-States
early50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,above99999,none,below40, United-States
early30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,above99999,none,below40, United-States
late50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,above99999,none,below40, United-States
early50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,above99999,none,below40, United-States
mid60, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,above99999,none,below40, United-States
late40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,above99999,none,below40, United-States
late30, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,none,below1000,below40, United-States
mid30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,below2000,below40, ?
early50, ?, HS-grad, Never-married, ?, Not-in-family, White, Male,none,below2000,below40, United-States
late40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,none,below2000,below40, United-States
early30, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,none,below2000,below40, ?
mid50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,none,below2000,below40, India
mid20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,none,below2000,below40, United-States
under20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,none,below2000,below40, United-States
late30, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,none,below2000,below40, United-States
mid70, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,below2000,below40, United-States
early50, Local-gov, Masters, Widowed, Prof-specialty, Unmarried, Black, Female,none,below2000,below40, United-States
under20, ?, 9th, Never-married, ?, Other-relative, White, Male,none,below2000,below40, El-Salvador
early20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,none,below2000,below40, United-States
mid30, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,none,below2000,below40, United-States
mid40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,below2000,below40, United-States
early60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,below2000,below40, United-States
early40, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,none,below2000,below40, United-States
early40, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,none,below2000,below40, United-States
early40, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,none,below2000,below40, United-States
mid30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,below2000,below40, United-States
mid40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,below2000,below40, United-States
early50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,below2000,below40, United-States
late30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,below2000,below40, United-States
mid40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,below2000,below40, United-States
early30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,below2000,below40, United-States
early60, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,below2000,below40, United-States
early30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,below2000,below40, United-States
early40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, White, Female,none,below2000,below40, United-States
late20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,none,below2000,below40, United-States
mid50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,below2000,below40, United-States
early50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,below2000,below40, United-States
early50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,below2000,below40, United-States
late50, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Wife, White, Female,none,below2000,below40, ?
mid40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,below2000,below40, United-States
mid30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,below2000,below40, United-States
late20, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,none,below2000,below40, United-States
mid50, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,none,below3000,below40, United-States
mid40, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,none,below3000,below40, United-States
late20, Private, 10th, Widowed, Adm-clerical, Unmarried, White, Female,none,below3000,below40, United-States
early40, Self-emp-not-inc, Prof-school, Divorced, Other-service, Not-in-family, White, Female,none,below3000,below40, United-States
mid20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,none,below3000,below40, United-States
late60, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,none,below3000,below40, United-States
mid50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,below3000,below40, Greece
mid40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,none,below3000,below40, Philippines
mid40, Private, Doctorate, Divorced, Prof-specialty, Unmarried, Black, Female,none,above3000,below40, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below40, United-States
late50, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,none,none,below40, United-States
late50, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,none,none,below40, United-States
mid20, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below40, Canada
late50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below40, United-States
late40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below40, United-States
mid30, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,none,none,below40, United-States
mid40, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female,none,none,below40, United-States
mid40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below40, England
early30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below40, United-States
mid20, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,none,none,below40, United-States
mid20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below40, United-States
